record_id,mandi_id,mandi_name,crop_type,crop_category,quantity_quintals,procurement_date,slot_start,slot_end,slot_hour,day_of_week,month,farmers_in_selected_slot,active_queue_count,arrival_time,completion_time,created_at,actual_processing_duration_mins
SYN-01476,MD-KOL-002,Taratala Agricultural Mandi,Gram (Chana),pulses,37.6,2025-07-03,15:00:00,15:30:00,15,3,7,2,6,2025-07-03 15:00:00,2025-07-03 15:32:00,2025-07-03 13:15:00,32
SYN-01477,MD-KOL-003,New Town Agricultural Mandi,Jowar (Sorghum),coarse_cereals,37.23,2025-10-26,13:00:00,13:30:00,13,6,10,7,9,2025-10-26 13:05:00,2025-10-26 13:38:00,2025-10-26 09:53:00,33
SYN-01478,MD-HOO-001,Hooghly Agricultural Mandi,Cotton,commercial_and_fibre,70.0,2025-08-28,12:30:00,13:00:00,12,3,8,4,10,2025-08-28 13:40:00,2025-08-28 14:22:00,2025-08-28 11:07:00,42
SYN-01479,MD-KOL-003,New Town Agricultural Mandi,Mustard / Rapeseed,oilseeds,54.87,2025-05-21,10:30:00,11:00:00,10,2,5,7,8,2025-05-21 10:35:00,2025-05-21 11:21:00,2025-05-21 07:27:00,46
SYN-01480,MD-NAD-001,Nadia Agricultural Mandi,Soybean,oilseeds,66.87,2025-09-11,11:00:00,11:30:00,11,3,9,7,9,2025-09-11 12:05:00,2025-09-11 12:59:00,2025-09-11 10:41:00,54
SYN-01481,MD-KOL-003,New Town Agricultural Mandi,Maize,coarse_cereals,30.99,2025-04-03,14:30:00,15:00:00,14,3,4,7,10,2025-04-03 14:30:00,2025-04-03 15:04:00,2025-04-03 12:06:00,34
SYN-01482,MD-HOO-001,Hooghly Agricultural Mandi,Gram (Chana),pulses,13.97,2025-01-02,09:30:00,10:00:00,9,3,1,11,10,2025-01-02 10:35:00,2025-01-02 11:12:00,2025-01-02 09:07:00,37
SYN-01483,MD-HOW-001,Howrah Agricultural Mandi,Urad,pulses,19.52,2025-06-26,16:30:00,17:00:00,16,3,6,4,6,2025-06-26 16:35:00,2025-06-26 17:04:00,2025-06-26 14:08:00,29
SYN-01484,MD-HOW-001,Howrah Agricultural Mandi,Cotton,commercial_and_fibre,27.59,2025-03-10,15:00:00,15:30:00,15,0,3,4,5,2025-03-10 15:05:00,2025-03-10 15:45:00,2025-03-10 11:09:00,40
SYN-01485,MD-KOL-002,Taratala Agricultural Mandi,Mustard / Rapeseed,oilseeds,32.44,2025-09-10,10:30:00,11:00:00,10,2,9,7,11,2025-09-10 10:35:00,2025-09-10 11:17:00,2025-09-10 09:41:00,42
SYN-01486,MD-HOO-001,Hooghly Agricultural Mandi,Cotton,commercial_and_fibre,89.17,2026-06-09,15:30:00,16:00:00,15,1,6,4,8,2026-06-09 15:30:00,2026-06-09 16:09:00,2026-06-09 11:50:00,39
SYN-01487,MD-MUR-001,Murshidabad Agricultural Mandi,Moong,pulses,24.09,2025-04-09,13:00:00,13:30:00,13,2,4,10,11,2025-04-09 13:05:00,2025-04-09 13:45:00,2025-04-09 09:53:00,40
SYN-01488,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,20.42,2025-01-01,13:30:00,14:00:00,13,2,1,10,15,2025-01-01 14:35:00,2025-01-01 15:16:00,2025-01-01 11:35:00,41
SYN-01489,MD-NAD-001,Nadia Agricultural Mandi,Cotton,commercial_and_fibre,59.42,2025-03-09,09:00:00,09:30:00,9,6,3,4,4,2025-03-09 09:15:00,2025-03-09 10:02:00,2025-03-09 06:13:00,47
SYN-01490,MD-BRD-001,Burdwan Agricultural Mandi,Jowar (Sorghum),coarse_cereals,69.52,2025-11-05,15:00:00,15:30:00,15,2,11,6,7,2025-11-05 16:10:00,2025-11-05 16:52:00,2025-11-05 14:16:00,42
SYN-01491,MD-KOL-001,Ballygunge Agricultural Mandi,Jowar (Sorghum),coarse_cereals,21.29,2025-06-17,11:00:00,11:30:00,11,1,6,12,18,2025-06-17 11:00:00,2025-06-17 11:50:00,2025-06-17 10:13:00,50
SYN-01492,MD-BRD-001,Burdwan Agricultural Mandi,Mustard / Rapeseed,oilseeds,56.23,2025-10-25,14:30:00,15:00:00,14,5,10,5,10,2025-10-25 14:45:00,2025-10-25 15:24:00,2025-10-25 13:50:00,39
SYN-01493,MD-KOL-002,Taratala Agricultural Mandi,Soybean,oilseeds,59.05,2025-01-18,10:30:00,11:00:00,10,5,1,7,13,2025-01-18 10:30:00,2025-01-18 11:24:00,2025-01-18 07:28:00,54
SYN-01494,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,38.09,2025-07-22,10:00:00,10:30:00,10,1,7,8,11,2025-07-22 10:00:00,2025-07-22 10:43:00,2025-07-22 08:45:00,43
SYN-01495,MD-MUR-001,Murshidabad Agricultural Mandi,Cotton,commercial_and_fibre,67.66,2025-09-07,16:30:00,17:00:00,16,6,9,0,2,2025-09-07 16:35:00,2025-09-07 17:09:00,2025-09-07 12:41:00,34
SYN-01496,MD-MUR-001,Murshidabad Agricultural Mandi,Jute,commercial_and_fibre,51.75,2025-09-20,11:30:00,12:00:00,11,5,9,8,10,2025-09-20 11:40:00,2025-09-20 12:42:00,2025-09-20 08:14:00,62
SYN-01497,MD-HOW-001,Howrah Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,25.74,2025-12-02,08:30:00,09:00:00,8,1,12,6,6,2025-12-02 08:40:00,2025-12-02 09:10:00,2025-12-02 07:17:00,30
SYN-01498,MD-BRD-001,Burdwan Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,35.57,2026-04-20,15:30:00,16:00:00,15,0,4,4,9,2026-04-20 15:30:00,2026-04-20 16:06:00,2026-04-20 14:53:00,36
SYN-01499,MD-HOO-001,Hooghly Agricultural Mandi,Mustard / Rapeseed,oilseeds,13.91,2025-10-12,10:30:00,11:00:00,10,6,10,9,13,2025-10-12 10:35:00,2025-10-12 11:24:00,2025-10-12 09:04:00,49
SYN-01500,MD-KOL-002,Taratala Agricultural Mandi,Moong,pulses,43.88,2026-05-27,15:00:00,15:30:00,15,2,5,0,2,2026-05-27 15:15:00,2026-05-27 15:43:00,2026-05-27 14:15:00,28
SYN-01501,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,68.04,2025-11-19,15:00:00,15:30:00,15,2,11,5,7,2025-11-19 15:15:00,2025-11-19 15:53:00,2025-11-19 12:26:00,38
SYN-01502,MD-MUR-001,Murshidabad Agricultural Mandi,Maize,coarse_cereals,28.44,2025-06-08,09:00:00,09:30:00,9,6,6,0,2,2025-06-08 10:05:00,2025-06-08 10:28:00,2025-06-08 07:45:00,23
SYN-01503,MD-MUR-001,Murshidabad Agricultural Mandi,Gram (Chana),pulses,36.16,2025-05-20,12:30:00,13:00:00,12,1,5,17,18,2025-05-20 12:30:00,2025-05-20 13:24:00,2025-05-20 11:30:00,54
SYN-01504,MD-MUR-001,Murshidabad Agricultural Mandi,Maize,coarse_cereals,23.93,2025-07-16,16:00:00,16:30:00,16,2,7,8,10,2025-07-16 16:05:00,2025-07-16 16:46:00,2025-07-16 15:46:00,41
SYN-01505,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,18.92,2025-12-30,16:00:00,16:30:00,16,1,12,9,9,2025-12-30 16:05:00,2025-12-30 16:42:00,2025-12-30 14:24:00,37
SYN-01506,MD-KOL-003,New Town Agricultural Mandi,Maize,coarse_cereals,49.82,2025-05-28,12:30:00,13:00:00,12,2,5,7,9,2025-05-28 13:45:00,2025-05-28 14:27:00,2025-05-28 12:23:00,42
SYN-01507,MD-BRD-001,Burdwan Agricultural Mandi,Maize,coarse_cereals,18.05,2026-07-10,13:00:00,13:30:00,13,4,7,5,7,2026-07-10 13:15:00,2026-07-10 13:52:00,2026-07-10 09:51:00,37
SYN-01508,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,64.74,2025-10-19,12:30:00,13:00:00,12,6,10,9,10,2025-10-19 13:35:00,2025-10-19 14:24:00,2025-10-19 10:08:00,49
SYN-01509,MD-MUR-001,Murshidabad Agricultural Mandi,Moong,pulses,19.95,2026-06-09,10:00:00,10:30:00,10,1,6,6,10,2026-06-09 11:15:00,2026-06-09 11:50:00,2026-06-09 10:49:00,35
SYN-01510,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,84.57,2026-02-20,13:00:00,13:30:00,13,4,2,4,5,2026-02-20 13:00:00,2026-02-20 13:49:00,2026-02-20 10:28:00,49
SYN-01511,MD-NAD-001,Nadia Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,32.11,2025-07-22,10:30:00,11:00:00,10,1,7,10,13,2025-07-22 10:35:00,2025-07-22 11:29:00,2025-07-22 10:15:00,54
SYN-01512,MD-HOW-001,Howrah Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,32.13,2025-05-19,10:00:00,10:30:00,10,0,5,6,9,2025-05-19 10:15:00,2025-05-19 10:52:00,2025-05-19 06:34:00,37
SYN-01513,MD-MUR-001,Murshidabad Agricultural Mandi,Mustard / Rapeseed,oilseeds,54.54,2026-03-29,11:00:00,11:30:00,11,6,3,7,6,2026-03-29 11:15:00,2026-03-29 12:00:00,2026-03-29 08:23:00,45
SYN-01514,MD-NAD-001,Nadia Agricultural Mandi,Wheat,food_grains,45.72,2025-07-21,15:30:00,16:00:00,15,0,7,3,2,2025-07-21 15:35:00,2025-07-21 16:05:00,2025-07-21 12:11:00,30
SYN-01515,MD-KOL-001,Ballygunge Agricultural Mandi,Rice / Paddy,food_grains,24.07,2025-05-31,10:00:00,10:30:00,10,5,5,15,20,2025-05-31 11:15:00,2025-05-31 12:19:00,2025-05-31 09:01:00,64
SYN-01516,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,87.28,2026-07-20,10:00:00,10:30:00,10,0,7,7,9,2026-07-20 11:15:00,2026-07-20 12:16:00,2026-07-20 10:02:00,61
SYN-01517,MD-BRD-001,Burdwan Agricultural Mandi,Maize,coarse_cereals,30.41,2025-10-21,08:30:00,09:00:00,8,1,10,7,15,2025-10-21 09:30:00,2025-10-21 10:09:00,2025-10-21 06:11:00,39
SYN-01518,MD-KOL-001,Ballygunge Agricultural Mandi,Sugarcane,commercial_and_fibre,23.74,2025-01-30,09:00:00,09:30:00,9,3,1,11,15,2025-01-30 09:05:00,2025-01-30 10:04:00,2025-01-30 08:11:00,59
SYN-01519,MD-NAD-001,Nadia Agricultural Mandi,Moong,pulses,27.88,2025-10-28,16:00:00,16:30:00,16,1,10,8,13,2025-10-28 16:05:00,2025-10-28 16:38:00,2025-10-28 14:00:00,33
SYN-01520,MD-KOL-002,Taratala Agricultural Mandi,Cotton,commercial_and_fibre,63.79,2025-10-08,11:30:00,12:00:00,11,2,10,11,12,2025-10-08 11:30:00,2025-10-08 12:32:00,2025-10-08 08:14:00,62
SYN-01521,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,52.69,2026-06-10,10:00:00,10:30:00,10,2,6,9,11,2026-06-10 10:05:00,2026-06-10 10:54:00,2026-06-10 07:52:00,49
SYN-01522,MD-MUR-001,Murshidabad Agricultural Mandi,Maize,coarse_cereals,60.14,2026-03-09,16:00:00,16:30:00,16,0,3,7,7,2026-03-09 17:05:00,2026-03-09 17:49:00,2026-03-09 14:17:00,44
SYN-01523,MD-HOW-001,Howrah Agricultural Mandi,Moong,pulses,34.78,2025-04-27,08:30:00,09:00:00,8,6,4,6,12,2025-04-27 08:30:00,2025-04-27 09:06:00,2025-04-27 06:31:00,36
SYN-01524,MD-KOL-001,Ballygunge Agricultural Mandi,Mustard / Rapeseed,oilseeds,21.87,2025-04-02,11:30:00,12:00:00,11,2,4,9,9,2025-04-02 12:30:00,2025-04-02 13:22:00,2025-04-02 11:13:00,52
SYN-01525,MD-KOL-001,Ballygunge Agricultural Mandi,Moong,pulses,19.39,2026-01-02,14:30:00,15:00:00,14,4,1,6,9,2026-01-02 14:40:00,2026-01-02 15:08:00,2026-01-02 13:47:00,28
SYN-01526,MD-NAD-001,Nadia Agricultural Mandi,Jowar (Sorghum),coarse_cereals,16.05,2025-01-29,14:00:00,14:30:00,14,2,1,2,5,2025-01-29 15:05:00,2025-01-29 15:32:00,2025-01-29 13:26:00,27
SYN-01527,MD-MUR-001,Murshidabad Agricultural Mandi,Arhar (Tur),pulses,45.48,2025-07-13,10:30:00,11:00:00,10,6,7,8,11,2025-07-13 10:45:00,2025-07-13 11:35:00,2025-07-13 08:08:00,50
SYN-01528,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,10.83,2025-03-26,13:30:00,14:00:00,13,2,3,0,4,2025-03-26 14:45:00,2025-03-26 15:08:00,2025-03-26 11:37:00,23
SYN-01529,MD-MUR-001,Murshidabad Agricultural Mandi,Cotton,commercial_and_fibre,66.49,2025-01-13,13:30:00,14:00:00,13,0,1,4,4,2025-01-13 13:45:00,2025-01-13 14:27:00,2025-01-13 12:09:00,42
SYN-01530,MD-HOW-001,Howrah Agricultural Mandi,Jowar (Sorghum),coarse_cereals,45.82,2026-07-13,13:00:00,13:30:00,13,0,7,6,9,2026-07-13 13:15:00,2026-07-13 13:55:00,2026-07-13 10:16:00,40
SYN-01531,MD-KOL-001,Ballygunge Agricultural Mandi,Moong,pulses,48.2,2025-02-24,10:00:00,10:30:00,10,0,2,5,8,2025-02-24 10:05:00,2025-02-24 10:49:00,2025-02-24 08:26:00,44
SYN-01532,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,21.34,2025-01-06,14:00:00,14:30:00,14,0,1,3,5,2025-01-06 14:15:00,2025-01-06 14:49:00,2025-01-06 11:14:00,34
SYN-01533,MD-MUR-001,Murshidabad Agricultural Mandi,Gram (Chana),pulses,16.16,2026-07-22,12:00:00,12:30:00,12,2,7,2,3,2026-07-22 13:10:00,2026-07-22 13:31:00,2026-07-22 10:20:00,21
SYN-01534,MD-KOL-003,New Town Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,64.57,2025-04-25,14:00:00,14:30:00,14,4,4,9,12,2025-04-25 15:00:00,2025-04-25 15:47:00,2025-04-25 13:51:00,47
SYN-01535,MD-MUR-001,Murshidabad Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,44.33,2026-05-12,16:00:00,16:30:00,16,1,5,11,12,2026-05-12 17:00:00,2026-05-12 17:47:00,2026-05-12 14:22:00,47
SYN-01536,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,42.04,2025-01-20,15:30:00,16:00:00,15,0,1,7,12,2025-01-20 15:40:00,2025-01-20 16:17:00,2025-01-20 15:11:00,37
SYN-01537,MD-HOW-001,Howrah Agricultural Mandi,Gram (Chana),pulses,46.12,2025-04-04,14:00:00,14:30:00,14,4,4,8,12,2025-04-04 15:05:00,2025-04-04 15:51:00,2025-04-04 12:38:00,46
SYN-01538,MD-NAD-001,Nadia Agricultural Mandi,Mustard / Rapeseed,oilseeds,63.96,2025-03-09,10:30:00,11:00:00,10,6,3,11,10,2025-03-09 10:30:00,2025-03-09 11:26:00,2025-03-09 08:58:00,56
SYN-01539,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,28.41,2026-03-06,08:30:00,09:00:00,8,4,3,9,11,2026-03-06 08:45:00,2026-03-06 09:32:00,2026-03-06 05:06:00,47
SYN-01540,MD-KOL-001,Ballygunge Agricultural Mandi,Jute,commercial_and_fibre,91.63,2026-01-13,12:00:00,12:30:00,12,1,1,8,13,2026-01-13 12:05:00,2026-01-13 13:05:00,2026-01-13 11:42:00,60
SYN-01541,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,17.61,2025-10-17,08:00:00,08:30:00,8,4,10,2,4,2025-10-17 08:15:00,2025-10-17 08:44:00,2025-10-17 05:47:00,29
SYN-01542,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,78.44,2025-05-27,13:30:00,14:00:00,13,1,5,5,6,2025-05-27 14:40:00,2025-05-27 15:23:00,2025-05-27 11:45:00,43
SYN-01543,MD-HOO-001,Hooghly Agricultural Mandi,Soybean,oilseeds,18.22,2025-02-24,14:00:00,14:30:00,14,0,2,11,16,2025-02-24 14:15:00,2025-02-24 14:59:00,2025-02-24 12:34:00,44
SYN-01544,MD-NAD-001,Nadia Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,25.97,2025-12-13,12:00:00,12:30:00,12,5,12,10,13,2025-12-13 12:10:00,2025-12-13 12:54:00,2025-12-13 09:55:00,44
SYN-01545,MD-KOL-001,Ballygunge Agricultural Mandi,Jute,commercial_and_fibre,23.21,2025-05-21,09:00:00,09:30:00,9,2,5,8,11,2025-05-21 09:05:00,2025-05-21 09:49:00,2025-05-21 07:38:00,44
SYN-01546,MD-NAD-001,Nadia Agricultural Mandi,Cotton,commercial_and_fibre,83.31,2025-12-25,15:00:00,15:30:00,15,3,12,7,8,2025-12-25 15:00:00,2025-12-25 15:55:00,2025-12-25 12:00:00,55
SYN-01547,MD-KOL-003,New Town Agricultural Mandi,Soybean,oilseeds,69.02,2026-02-22,12:30:00,13:00:00,12,6,2,9,13,2026-02-22 12:35:00,2026-02-22 13:29:00,2026-02-22 10:58:00,54
SYN-01548,MD-HOO-001,Hooghly Agricultural Mandi,Cotton,commercial_and_fibre,40.24,2026-06-01,12:00:00,12:30:00,12,0,6,6,7,2026-06-01 12:15:00,2026-06-01 12:56:00,2026-06-01 08:44:00,41
SYN-01549,MD-HOW-001,Howrah Agricultural Mandi,Arhar (Tur),pulses,22.91,2025-10-28,12:00:00,12:30:00,12,1,10,7,11,2025-10-28 12:05:00,2025-10-28 12:45:00,2025-10-28 08:28:00,40
SYN-01550,MD-BRD-001,Burdwan Agricultural Mandi,Cotton,commercial_and_fibre,38.71,2025-01-03,09:30:00,10:00:00,9,4,1,5,8,2025-01-03 09:35:00,2025-01-03 10:21:00,2025-01-03 06:41:00,46
SYN-01551,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,20.84,2025-06-20,14:30:00,15:00:00,14,4,6,2,3,2025-06-20 14:40:00,2025-06-20 15:03:00,2025-06-20 14:21:00,23
SYN-01552,MD-KOL-001,Ballygunge Agricultural Mandi,Arhar (Tur),pulses,48.31,2026-06-03,08:00:00,08:30:00,8,2,6,7,9,2026-06-03 08:00:00,2026-06-03 08:44:00,2026-06-03 04:07:00,44
SYN-01553,MD-HOW-001,Howrah Agricultural Mandi,Rice / Paddy,food_grains,14.25,2025-11-21,12:00:00,12:30:00,12,4,11,10,12,2025-11-21 12:05:00,2025-11-21 12:52:00,2025-11-21 08:14:00,47
SYN-01554,MD-KOL-001,Ballygunge Agricultural Mandi,Arhar (Tur),pulses,58.23,2026-01-12,09:00:00,09:30:00,9,0,1,9,9,2026-01-12 09:15:00,2026-01-12 10:05:00,2026-01-12 08:43:00,50
SYN-01555,MD-KOL-002,Taratala Agricultural Mandi,Cotton,commercial_and_fibre,93.82,2025-10-06,10:00:00,10:30:00,10,0,10,8,10,2025-10-06 11:05:00,2025-10-06 12:05:00,2025-10-06 08:12:00,60
SYN-01556,MD-NAD-001,Nadia Agricultural Mandi,Moong,pulses,11.51,2025-04-09,10:30:00,11:00:00,10,2,4,4,4,2025-04-09 10:40:00,2025-04-09 11:08:00,2025-04-09 10:05:00,28
SYN-01557,MD-BRD-001,Burdwan Agricultural Mandi,Moong,pulses,34.12,2026-06-30,08:00:00,08:30:00,8,1,6,10,10,2026-06-30 08:00:00,2026-06-30 08:38:00,2026-06-30 04:17:00,38
SYN-01558,MD-NAD-001,Nadia Agricultural Mandi,Arhar (Tur),pulses,59.61,2026-04-15,15:30:00,16:00:00,15,2,4,4,7,2026-04-15 15:45:00,2026-04-15 16:20:00,2026-04-15 13:41:00,35
SYN-01559,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,69.68,2026-08-29,14:00:00,14:30:00,14,5,8,4,5,2026-08-29 15:05:00,2026-08-29 15:41:00,2026-08-29 13:17:00,36
SYN-01560,MD-BRD-001,Burdwan Agricultural Mandi,Arhar (Tur),pulses,44.33,2026-06-05,08:00:00,08:30:00,8,4,6,6,8,2026-06-05 08:15:00,2026-06-05 08:52:00,2026-06-05 05:18:00,37
SYN-01561,MD-HOW-001,Howrah Agricultural Mandi,Soybean,oilseeds,9.39,2025-06-27,08:00:00,08:30:00,8,4,6,4,9,2025-06-27 08:05:00,2025-06-27 08:40:00,2025-06-27 05:23:00,35
SYN-01562,MD-KOL-002,Taratala Agricultural Mandi,Cotton,commercial_and_fibre,20.81,2025-06-04,14:30:00,15:00:00,14,2,6,6,12,2025-06-04 14:40:00,2025-06-04 15:20:00,2025-06-04 12:57:00,40
SYN-01563,MD-BRD-001,Burdwan Agricultural Mandi,Cotton,commercial_and_fibre,82.49,2025-06-01,08:30:00,09:00:00,8,6,6,11,16,2025-06-01 08:35:00,2025-06-01 09:44:00,2025-06-01 07:00:00,69
SYN-01564,MD-HOO-001,Hooghly Agricultural Mandi,Urad,pulses,25.7,2026-07-13,11:00:00,11:30:00,11,0,7,6,10,2026-07-13 11:05:00,2026-07-13 11:43:00,2026-07-13 08:02:00,38
SYN-01565,MD-KOL-003,New Town Agricultural Mandi,Wheat,food_grains,56.79,2025-12-05,09:30:00,10:00:00,9,4,12,9,13,2025-12-05 09:40:00,2025-12-05 10:23:00,2025-12-05 06:42:00,43
SYN-01566,MD-NAD-001,Nadia Agricultural Mandi,Gram (Chana),pulses,45.65,2025-10-04,12:00:00,12:30:00,12,5,10,4,8,2025-10-04 12:10:00,2025-10-04 12:44:00,2025-10-04 10:37:00,34
SYN-01567,MD-NAD-001,Nadia Agricultural Mandi,Moong,pulses,28.22,2026-08-12,16:30:00,17:00:00,16,2,8,8,12,2026-08-12 16:40:00,2026-08-12 17:18:00,2026-08-12 15:38:00,38
SYN-01568,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,20.04,2026-01-02,09:00:00,09:30:00,9,4,1,7,9,2026-01-02 10:15:00,2026-01-02 10:57:00,2026-01-02 08:49:00,42
SYN-01569,MD-KOL-001,Ballygunge Agricultural Mandi,Jowar (Sorghum),coarse_cereals,33.2,2026-07-07,16:00:00,16:30:00,16,1,7,5,8,2026-07-07 16:00:00,2026-07-07 16:36:00,2026-07-07 15:40:00,36
SYN-01570,MD-HOO-001,Hooghly Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,62.26,2026-08-22,15:30:00,16:00:00,15,5,8,4,6,2026-08-22 16:45:00,2026-08-22 17:27:00,2026-08-22 13:49:00,42
SYN-01571,MD-KOL-001,Ballygunge Agricultural Mandi,Sugarcane,commercial_and_fibre,43.14,2025-02-18,16:00:00,16:30:00,16,1,2,10,11,2025-02-18 17:10:00,2025-02-18 18:09:00,2025-02-18 15:45:00,59
SYN-01572,MD-NAD-001,Nadia Agricultural Mandi,Mustard / Rapeseed,oilseeds,11.88,2025-08-08,14:30:00,15:00:00,14,4,8,5,5,2025-08-08 14:35:00,2025-08-08 15:07:00,2025-08-08 11:31:00,32
SYN-01573,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,77.14,2026-03-23,15:00:00,15:30:00,15,0,3,5,5,2026-03-23 15:10:00,2026-03-23 15:54:00,2026-03-23 11:42:00,44
SYN-01574,MD-KOL-002,Taratala Agricultural Mandi,Jute,commercial_and_fibre,72.86,2026-05-10,12:00:00,12:30:00,12,6,5,2,3,2026-05-10 12:00:00,2026-05-10 12:42:00,2026-05-10 08:02:00,42
SYN-01575,MD-HOO-001,Hooghly Agricultural Mandi,Mustard / Rapeseed,oilseeds,41.53,2025-04-01,15:00:00,15:30:00,15,1,4,6,9,2025-04-01 15:00:00,2025-04-01 15:34:00,2025-04-01 11:55:00,34
SYN-01576,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,68.04,2025-07-13,09:00:00,09:30:00,9,6,7,8,9,2025-07-13 09:00:00,2025-07-13 09:46:00,2025-07-13 05:48:00,46
SYN-01577,MD-HOW-001,Howrah Agricultural Mandi,Urad,pulses,27.61,2025-11-30,14:00:00,14:30:00,14,6,11,6,9,2025-11-30 14:00:00,2025-11-30 14:43:00,2025-11-30 13:13:00,43
SYN-01578,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,78.96,2026-05-01,13:00:00,13:30:00,13,4,5,7,8,2026-05-01 14:05:00,2026-05-01 14:51:00,2026-05-01 12:45:00,46
SYN-01579,MD-NAD-001,Nadia Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,61.45,2025-03-10,08:00:00,08:30:00,8,0,3,7,13,2025-03-10 08:15:00,2025-03-10 08:53:00,2025-03-10 07:39:00,38
SYN-01580,MD-MUR-001,Murshidabad Agricultural Mandi,Rice / Paddy,food_grains,29.64,2026-01-01,10:30:00,11:00:00,10,3,1,7,6,2026-01-01 10:40:00,2026-01-01 11:15:00,2026-01-01 08:22:00,35
SYN-01581,MD-HOO-001,Hooghly Agricultural Mandi,Arhar (Tur),pulses,25.41,2025-06-30,10:30:00,11:00:00,10,0,6,4,5,2025-06-30 10:45:00,2025-06-30 11:18:00,2025-06-30 06:52:00,33
SYN-01582,MD-KOL-002,Taratala Agricultural Mandi,Urad,pulses,20.17,2025-05-12,11:30:00,12:00:00,11,0,5,7,9,2025-05-12 11:40:00,2025-05-12 12:22:00,2025-05-12 09:42:00,42
SYN-01583,MD-BRD-001,Burdwan Agricultural Mandi,Mustard / Rapeseed,oilseeds,48.88,2025-11-10,10:30:00,11:00:00,10,0,11,6,8,2025-11-10 10:40:00,2025-11-10 11:27:00,2025-11-10 08:30:00,47
SYN-01584,MD-KOL-001,Ballygunge Agricultural Mandi,Soybean,oilseeds,47.64,2025-09-09,10:30:00,11:00:00,10,1,9,7,10,2025-09-09 11:40:00,2025-09-09 12:25:00,2025-09-09 07:44:00,45
SYN-01585,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,33.74,2026-01-22,10:00:00,10:30:00,10,3,1,9,13,2026-01-22 10:15:00,2026-01-22 11:08:00,2026-01-22 07:29:00,53
SYN-01586,MD-KOL-001,Ballygunge Agricultural Mandi,Moong,pulses,58.12,2025-07-13,12:30:00,13:00:00,12,6,7,13,13,2025-07-13 13:40:00,2025-07-13 14:38:00,2025-07-13 11:37:00,58
SYN-01587,MD-BRD-001,Burdwan Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,38.34,2026-05-16,09:00:00,09:30:00,9,5,5,9,11,2026-05-16 09:05:00,2026-05-16 09:54:00,2026-05-16 08:32:00,49
SYN-01588,MD-KOL-001,Ballygunge Agricultural Mandi,Groundnut,oilseeds,56.59,2025-02-17,10:30:00,11:00:00,10,0,2,8,10,2025-02-17 11:35:00,2025-02-17 12:31:00,2025-02-17 10:47:00,56
SYN-01589,MD-HOO-001,Hooghly Agricultural Mandi,Gram (Chana),pulses,41.2,2026-06-09,10:00:00,10:30:00,10,1,6,7,10,2026-06-09 11:00:00,2026-06-09 11:40:00,2026-06-09 07:50:00,40
SYN-01590,MD-KOL-002,Taratala Agricultural Mandi,Groundnut,oilseeds,40.13,2025-01-19,11:30:00,12:00:00,11,6,1,6,10,2025-01-19 11:45:00,2025-01-19 12:40:00,2025-01-19 09:15:00,55
SYN-01591,MD-KOL-002,Taratala Agricultural Mandi,Cotton,commercial_and_fibre,18.58,2026-03-24,08:00:00,08:30:00,8,1,3,6,5,2026-03-24 09:10:00,2026-03-24 09:55:00,2026-03-24 05:59:00,45
SYN-01592,MD-HOO-001,Hooghly Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,49.45,2025-07-30,16:30:00,17:00:00,16,2,7,8,10,2025-07-30 16:35:00,2025-07-30 17:17:00,2025-07-30 13:13:00,42
